OG_OXFORD_TEXT,OXFORD_TEXT,GREEN_SCANSION,V1_SCANSION,V2_SCANSION,GREEN_SYLLABLES,V1_SYLLABLES,V2_SYLLABLES,V1_MATCHES_GREEN,V2_MATCHES_GREEN
A bettre preest I trow that nowher noon is,A bettre preest I trow that nowher noon is,u S u S u S uS u S,u Sx u S u S uS u S,u Sx u S u S uS u S,10,10,10,1,1
He waited after no pompe ne reverence,He waited after no pompe ne reverence,u Su Su S u S uSu,u Su Su S ux S uxSx,u Su Su S ux S uSux,11,10,11,0,1
Ne maked him a spiced conscience,Ne maked him a spiced conscience,u Su S u Su SuS,u Su S u Su SuSx,u Su S u Su SuSx,10,10,10,1,1
But Cristes lore and hise apostles twelve,But Cristes lore and hise apostles twelve,u Su S u S uSu S,u Su Sx u Sx uSu Sx,u Su Sx u Sx uSu Sx,10,10,10,1,1
He taught but first he folwed it himselve,He taught but first he folwed it himselve,u S u S u Su S uS,u S u S u Su S uSx,u S u S u Su S uSx,10,10,10,1,1
With him ther was a Plowman was his brother,With him ther was a Plowman was his brother,u S u S u Su S u Su,u S u S u Su S u Sx,u S u S u Su S u Su,11,10,11,0,1
That hadde ylad of dong ful many a fother,That hadde ylad of dong ful many a fother,u S uS u S u Su S uS,u Sx uS u S u Sx u Sx,u Sx uS u S u Su S ux,12,10,11,0,0
A trewe swinkere and a good was he,A trewe swinkere and a good was he,u Su Su S u S u S,u Sx uSu S u S u S,u Sx uSu S u S u S,10,10,10,0,0
Livinge in pees and parfit charitee,Livinge in pees and parfit charitee,uS u S u Su SuS,uSx u S u Su SuS,uSx u S u Su SuS,10,10,10,1,1
God loved he best with al his hole herte,God loved he best with al his hole herte,u Su S u S u S u S,u Su S u S u S ux Sx,u Su S u S u S ux Sx,10,10,10,1,1
At alle times thogh him gamed or smerte,At alle times thogh him gamed or smerte,u S uS u S uS u S,u Sx uS u S uS u Sx,u Sx uS u S uS u Sx,10,10,10,1,1
And thanne his neighebour right as himselve,And thanne his neighebour right as himselve,u S u SuS u S uS,u Sx u SuS u S uSx,u Sx u SuS u S uSx,10,10,10,1,1
He wolde thresshe and therto dike and delve,He wolde thresshe and therto dike and delve,u Su S u Su S u S,u Su Sx u Su Sx u Sx,u Su Sx u Su Sx u Sx,10,10,10,1,1
For Cristes sake for every povre wight,For Cristes sake for every povre wight,u Su Su S uS u S,u Su Sx u SuS ux S,u Su Sx u Su Su S,10,10,10,0,0
Withouten hire if it lay in his might,Withouten hire if it lay in his might,uSu S u S u S u S,uSu Sx u S u S u S,uSu Sx u S u S u S,10,10,10,1,1
His tithes payed he ful faire and wel,His tithes payed he ful faire and wel,u Su S u S uS u S,u Su Su S u Sx u S,u Su Su S u Sx u S,10,10,10,0,0
Bothe of his propre swink and his catel,Bothe of his propre swink and his catel,uS u S u S u S uS,ux S u Su S u S uS,ux S u Su S u S uS,10,10,10,0,0
In a tabard he rood upon a mere,In a tabard he rood upon a mere,u S uS u S uS u S,u S uS u S uS u Sx,u S uS u S uS u Sx,10,10,10,1,1
Ther was also a Reve and a Millere,Ther was also a Reve and a Millere,u S uS u S u S uS,u S uS u Sx u S uSx,u S uS u Sx u S uSx,10,10,10,1,1
A Somnour and a Pardoner also,A Somnour and a Pardoner also,u Su S u SuS uS,u Su S u SuS uS,u Su S u SuS uS,10,10,10,1,1
A Maunciple myself ther were namo,A Maunciple myself ther were namo,u SuS uS u S uS,S uSx uS u Sx uS,S uSx uS u Sx uS,10,9,9,0,0
The Miller was a stout carl for the nones,The Miller was a stout carl for the nones,u Su S u S u S u Su,u Su S u S u S u Sx,u Su S u S u S u Su,11,10,11,0,1
Ful big he was of brawn and eek of bones,Ful big he was of brawn and eek of bones,u S u S u S u S u Su,u S u S u S u S u Sx,u S u S u S u S u Su,11,10,11,0,1
That proved wel for overal ther he cam,That proved wel for overal ther he cam,u Su S u SuS u S u,u Su S u Sxu S u S,u Su S u SuS u S u,11,10,11,0,1
At wrastlinge he wolde have alwey the ram,At wrastlinge he wolde have alwey the ram,u Su S u S uS u S,u Sux S ux Sx uS u S,u Sux S ux Sx uS u S,10,10,10,1,1
He was shortsholdred brood a thikke knarre,He was shortsholdred brood a thikke knarre,u S uSu S u Su S,u S uSu S u Su Sx,u S uSu S u Su Sx,10,10,10,1,1
Ther was no door that he nold heve of harre,Ther was no door that he nold heve of harre,u S u S u S u S u S,u S u S u S u Sx u Sx,u S u S u S u Sx u Sx,10,10,10,1,1
Or breke it at a renning with his heed,Or breke it at a renning with his heed,u S u S u Su S u S,u Sx u S u Su S u S,u Sx u S u Su S u S,10,10,10,1,1
His berd as any sowe or fox was reed,His berd as any sowe or fox was reed,u S u Su S u S u S,u S u Su Sx u S u S,u S u Su Sx u S u S,10,10,10,1,1
And therto brood as though it were a spade,And therto brood as though it were a spade,u Su S u S u S u S,u Su S u S u Sx u Sx,u Su S u S u Sx u Sx,10,10,10,1,1
Upon the cop right of his nose he hade,Upon the cop right of his nose he hade,uS u S u S u S u S,uS u S u S u Sx u Sx,uS u S u S u Sx u Sx,10,10,10,1,1
A werte and theron stood a tuft of heres,A werte and theron stood a tuft of heres,u S u Su S u S u Su,u Sx u Su S u S u Sx,u Sx u Su S u S u Su,11,10,11,0,1
Reed as the bristles of a sowes eres,Reed as the bristles of a sowes eres,u S u Su S u Su Su,u S u Su S u Su Sx,u S u Su S u Su Su,11,10,11,0,1
His nosethirles blake were and wide,His nosethirles blake were and wide,u SuSu Su S u S,u SuSu Su Sx u Sx,u SuSu Su Sx u Sx,10,10,10,1,1
A swerd and bokler bar he by his side,A swerd and bokler bar he by his side,u S u Su S u S u S,u S u Su S u S u Sx,u S u Su S u S u Sx,10,10,10,1,1
His mouth as greet was as a greet forneis,His mouth as greet was as a greet forneis,u S u S u S u S uS,u S u S u S u S uS,u S u S u S u S uS,10,10,10,1,1
He was a janglere and a goliardeis,He was a janglere and a goliardeis,u S u Su S u SuS,u S u Sxx u S uSuS,u S u Sux S u SuSu,10,10,11,0,0
And that was most of sinne and harlotries,And that was most of sinne and harlotries,u S u S u S u SuS,       ,u S u S u Sx u SuSu,10,0,11,0,0
Wel coude he stelen corn and tollen thries,Wel coude he stelen corn and tollen thries,u S u Su S u Su S,u Sx u Su S u Sx uS,u Sx u Su S u Su Su,10,10,11,0,0
And yet he hadde a thombe of gold pardee,And yet he hadde a thombe of gold pardee,u S u S u S u S uS,u S u Sx u Sx u S uS,u S u Sx u Sx u S uS,10,10,10,1,1
A whit cote and a blew hood wered he,A whit cote and a blew hood wered he,u S u S u S u Su S,u S ux S u S u Su S,u S ux S u S u Su S,10,10,10,1,1
A baggepipe wel coude he blowe and sowne,A baggepipe wel coude he blowe and sowne,u SuS u S u S u S,u SuSx u Sx u Sx u Sx,u SuSx u Sx u Sx u Sx,10,10,10,1,1
And therwithal he broghte us out of towne,And therwithal he broghte us out of towne,u SuS u S u S u S,u SuS u Sx u S u Sx,u SuS u Sx u S u Sx,10,10,10,1,1
A gentil Maunciple was ther of a Temple,A gentil Maunciple was ther of a Temple,u Su Su S u S u S,       ,u Su Sux S u S u Su,10,0,11,0,0
Of which achatours mighte take exemple,Of which achatours mighte take exemple,u S uSu Su S uS,u S uSu Su Sx uSx,u S uSu Su Sx uSx,10,10,10,1,1
For to be wise in byinge of vitaille,For to be wise in byinge of vitaille,u S u Su S u S uS,u S u Sx u Sux S uSx,u S u Sx u Sux S uSx,10,10,10,0,0
For whether that he paide or took by taille,For whether that he paide or took by taille,u Su S u S u S u S,u Su S u Sx u S u Sx,u Su S u Sx u S u Sx,10,10,10,1,1
Algate he waited so in his achat,Algate he waited so in his achat,uS u Su S u S uS,uSx u Su S u S uS,uSx u Su S u S uS,10,10,10,1,1
That he was ay biforn and in good stat,That he was ay biforn and in good stat,u S u S uS u S u S,u S u S uS u S u S,u S u S uS u S u S,10,10,10,1,1
Now is nat that of God a ful fair grace,Now is nat that of God a ful fair grace,u S u S u S u S u S,u S u S u S u S u Sx,u S u S u S u S u Sx,10,10,10,1,1
That swich a lewed mannes wit shal pace,That swich a lewed mannes wit shal pace,u S u Su Su S u S,u S u Su Su S u Sx,u S u Su Su S u Sx,10,10,10,1,1
The wisdom of an heepe of lerned men,The wisdom of an heepe of lerned men,u Su S u S u Su S,u Su S u Sx u Su S,u Su S u Sx u Su S,10,10,10,1,1
Of maistres hadde he mo than thryes ten,Of maistres hadde he mo than thryes ten,u Su Su S u S u S,u Su Sx u S u Su S,u Su Sx u S u Su S,10,10,10,0,0
That were of lawe expert and curious,That were of lawe expert and curious,u Su S u Su S uS,u Sx u Sx uS u SuS,u Sx u Sx uS u SuS,10,10,10,0,0
Of which ther were a dosein in that hous,Of which ther were a dosein in that hous,u S u S u Su S u S,u S u Sx u Su S u S,u S u Sx u Su S u S,10,10,10,1,1
Worthy to been stiwardes of rente and lond,Worthy to been stiwardes of rente and lond,uS u S uSu S u S u,uS u S uSx u Sx u S,uS u S uSu S ux S u,11,10,11,0,1
Of any lord that is in Engelond,Of any lord that is in Engelond,u Su S u S u SuS,u Su S u S u SuS,u Su S u S u SuS,10,10,10,1,1
To make him live by his propre good,To make him live by his propre good,u Su S uS u S u S,u Sx u Su S u Su S,u Sx u Su S u Su S,10,10,10,0,0
In honour dettelees but he were wood,In honour dettelees but he were wood,u Su SuS u S u S,u Su SuS u S ux S,u Su SuS u S ux S,10,10,10,1,1
Or live as scarsly as him list desire,Or live as scarsly as him list desire,u S u Su S u S uS,u Sx u Su S u S uSx,u Sx u Su S u S uSx,10,10,10,1,1
And able for to helpen al a shire,And able for to helpen al a shire,u Su S u Su S u S,u Su S u Su S u Sx,u Su S u Su S u Sx,10,10,10,1,1
In any cas that mighte falle or happe,In any cas that mighte falle or happe,u Su S u Su S u S,u Su S u Su Sx u Sx,u Su S u Su Sx u Sx,10,10,10,1,1
And yit this Maunciple sette hir aller cappe,And yit this Maunciple sette hir aller cappe,u S u Su S u Su S,u S u Sux Sx u Su Sx,u S u Sux Sx u Su Sx,10,10,10,1,1
The Reve was a sclendre colerik man,The Reve was a sclendre colerik man,u Su S u S uSu S,u Su S u Sx uSu S,u Su S u Sx uSu S,10,10,10,1,1
His berd was shave as ny as ever he can,His berd was shave as ny as ever he can,u S u S u S u Su S u,u S u Sx u S u S u S,u S u Sx u S u Su S u,11,10,11,0,1
His heer was by his eres round yshorn,His heer was by his eres round yshorn,u S u S u Su S uS,u S u S u Su S uS,u S u S u Su S uS,10,10,10,1,1
His top was dokked lik a preest biforn,His top was dokked lik a preest biforn,u S u Su S u S uS,u S u Su S u S uS,u S u Su S u S uS,10,10,10,1,1
Ful longe were his legges and ful lene,Ful longe were his legges and ful lene,u Su S u Su S u S,u Su Sx u Su S u Sx,u Su Sx u Su S u Sx,10,10,10,1,1
Ylik a staf ther was no calf ysene,Ylik a staf ther was no calf ysene,uS u S u S u S uS,uS u S u S u S uSx,uS u S u S u S uSx,10,10,10,1,1
Wel coude he kepe a gerner and a binne,Wel coude he kepe a gerner and a binne,u S u S u Su S u S,u Sx u Sx u Su S u Sx,u Sx u Sx u Su S u Sx,10,10,10,1,1
Ther was noon auditour coude on him winne,Ther was noon auditour coude on him winne,u S u SuS u S u S,u S u SuS ux S u Sx,u S u SuS ux S u Sx,10,10,10,1,1
Wel wiste he by the droghte and by the rein,Wel wiste he by the droghte and by the rein,u S u S u S u S u S,u Sx u S u Sx u S u S,u Sx u S u Sx u S u S,10,10,10,1,1
The yeldinge of his seed and of his grein,The yeldinge of his seed and of his grein,u Su S u S u S u S,u Sux S u S u S u S,u Sux S u S u S u S,10,10,10,1,1
His lordes sheepe his neet his dayerie,His lordes sheepe his neet his dayerie,u Su Su S u S uS,u Su Sx u S u SuS,u Su Sx u S u SuS,10,10,10,0,0
His swin his hors his stoor and his pultrie,His swin his hors his stoor and his pultrie,u S u S u S u S uS,u S u S u S u S uS,u S u S u S u S uS,10,10,10,1,1
Was hoolly in this reves governing,Was hoolly in this reves governing,u Su S u Su SuS,u Su S u Su SuS,u Su S u Su SuS,10,10,10,1,1
And by his covenaunt he yaf the rekening,And by his covenaunt he yaf the rekening,u S u SuS u S u SuS,u S u Sxu S u S uxS,u S u SuS u S u Sxu,12,10,11,0,0
Sin that his lord was twenty yeer of age,Sin that his lord was twenty yeer of age,u S u S u Su S u S,u S u S u Su S u Sx,u S u S u Su S u Sx,10,10,10,1,1
Ther coud no man bringe him in arrerage,Ther coud no man bringe him in arrerage,u S u S u S u SuS,u S u S ux S u SuSx,u S u S ux S u SuSx,10,10,10,1,1
Ther nas baillif ne herd nor other hine,Ther nas baillif ne herd nor other hine,u S uS u S u Su S,u S uS u S u Su Sx,u S uS u S u Su Sx,10,10,10,1,1
That he ne knew his sleighte and his covine,That he ne knew his sleighte and his covine,u S u S u S u S uS,u S u S u Sx u S uSx,u S u S u Sx u S uSx,10,10,10,1,1
They were adrad of him as of the deeth,They were adrad of him as of the deeth,u S uS u S u S u S,u Sx uS u S u S u S,u Sx uS u S u S u S,10,10,10,1,1
His woning was ful faire upon an heeth,His woning was ful faire upon an heeth,u Su S u S uS u S,u Su S u Sx uS u S,u Su S u Sx uS u S,10,10,10,1,1
With grene tres shadwed was his place,With grene tres shadwed was his place,u Su S uS u S uS,      ,      ,10,0,0,0,0
He coude bettre than his lord purchace,He coude bettre than his lord purchace,u Su Su S u S uS,u Su Su S u S uSx,u Su Su S u S uSx,10,10,10,1,1
Ful riche he was astored prively,Ful riche he was astored prively,u S u S uSu SuS,u Sx u S uSu SuS,u Sx u S uSu SuS,10,10,10,1,1
His lord wel coude he plesen subtilly,His lord wel coude he plesen subtilly,u S u S u Su SuS,u S u Sx u Su SuS,u S u Sx u Su SuS,10,10,10,1,1
To yeve and lene him of his owne good,To yeve and lene him of his owne good,u Su S u S u S u S,u Sx u Sx u S u Su S,u Sx u Sx u S u Su S,10,10,10,0,0
And have a thank and yet a cote and hood,And have a thank and yet a cote and hood,u S u S u S u S u S,u Sx u S u S u Sx u S,u Sx u S u S u Sx u S,10,10,10,1,1
In youthe he lerned hadde a good mister,In youthe he lerned hadde a good mister,u S u Su S u S uS,u Sx u Su Sx u S uS,u Sx u Su Sx u S uS,10,10,10,1,1
He was a wel good wrighte a carpenter,He was a wel good wrighte a carpenter,u S u S u S u SuS,u S u S u Sx u SuS,u S u S u Sx u SuS,10,10,10,1,1
This Reve sat upon a ful good stot,This Reve sat upon a ful good stot,u Su S uS u S u S,u Su S uS u S u S,u Su S uS u S u S,10,10,10,1,1
That was al pomely grey and highte Scot,That was al pomely grey and highte Scot,u S u SuS u S u S,u S u SuS u S ux S,u S u SuS u S ux S,10,10,10,1,1
A long surcote of pers upon he hade,A long surcote of pers upon he hade,u S uS u S uS u S,u S uSx u S uS u Sx,u S uSx u S uS u Sx,10,10,10,1,1
And by his side he bar a rusty blade,And by his side he bar a rusty blade,u S u S u S u Su S,u S u Sx u S u Su Sx,u S u Sx u S u Su Sx,10,10,10,1,1
Of Northfolk was this reve of which I telle,Of Northfolk was this reve of which I telle,u Su S u S u S u S,u Su S u Sx u S u Sx,u Su S u Sx u S u Sx,10,10,10,1,1
Biside a toun men clepen Baldeswelle,Biside a toun men clepen Baldeswelle,uS u S u Su SuS,uSx u S u Su SuSx,uSx u S u Su SuSx,10,10,10,1,1
Tukked he was as is a frere aboute,Tukked he was as is a frere aboute,uS u S u S u S uS,uS u S u S u Sx uSx,uS u S u S u Sx uSx,10,10,10,1,1
And evere he rood the hindreste of our route,And evere he rood the hindreste of our route,u Su S u S uS u S u,u Sux S u S uxx S u Sx,u Sux S u S uSx u S ux,11,10,11,0,1
A Somnour was ther with us in that place,A Somnour was ther with us in that place,u Su S u S u S u S,u Su S u S u S u Sx,u Su S u S u S u Sx,10,10,10,1,1
That hadde a firreed cherubinnes face,That hadde a firreed cherubinnes face,u S u Su SuSu S,u Sx u Su SuSu Sx,u Sx u Su SuSu Sx,10,10,10,1,1
For sawcefleem he was with eyen narwe,For sawcefleem he was with eyen narwe,u SuS u S u S uS,u SuS u S u Su Sx,u SuS u S u Su Sx,10,10,10,0,0
As hoot he was and lecherous as a sparwe,As hoot he was and lecherous as a sparwe,u S u S u SuS u S u,u S u S u Sxu S u Sx,u S u S u SuS u S ux,11,10,11,0,1
With scalled browes blake and piled berd,With scalled browes blake and piled berd,u Su Su S u Su S,u Su Su Sx u Su S,u Su Su Sx u Su S,10,10,10,1,1
Of his visage children were aferd,Of his visage children were aferd,u S uSu Su S uS,u S uSu Su Sx uS,u S uSu Su Sx uS,10,10,10,1,1
Ther nas quiksilver litarge ne brimstoon,Ther nas quiksilver litarge ne brimstoon,u S uSu Su S uS,u S uSu Sux S uS,u S uSu Sux S uS,10,10,10,1,1
Boras ceruce ne oille of tartre noon,Boras ceruce ne oille of tartre noon,uS uSu S u S u S,uS uSx u Sx u Su S,uS uSx u Sx u Su S,10,10,10,0,0
Ne oinement that wolde clense and bite,Ne oinement that wolde clense and bite,u SuS u Su S u S,u SuS u Su Sx u Sx,u SuS u Su Sx u Sx,10,10,10,1,1
That him mighte helpen of his whelkes white,That him mighte helpen of his whelkes white,u S u Su S u Su S,u S ux Su S u Su Sx,u S ux Su S u Su Sx,10,10,10,1,1
Nor of the knobbes sittinge on his chekes,Nor of the knobbes sittinge on his chekes,u S u Su Su S u Su,u S u Su Sux S u Sx,u S u Su Sux S u Su,11,10,11,0,1
Wel loved he garleek oinons and eke lekes,Wel loved he garleek oinons and eke lekes,u Su S uS uS u S uS,u Sx u Su Su S ux Sx,u Su S uS uS u Sx ux,12,10,11,0,0
And for to drinken strong win reed as blood,And for to drinken strong win reed as blood,u S u Su S u S u S,u S u Su S u S u S,u S u Su S u S u S,10,10,10,1,1
Than wolde he speke and crie as he were wood,Than wolde he speke and crie as he were wood,u S u S u S u S u S,u Sx u Sx u S u S ux S,u Sx u Sx u S u S ux S,10,10,10,1,1
And whan that he wel dronken had the win,And whan that he wel dronken had the win,u S u S u Su S u S,u S u S u Su S u S,u S u S u Su S u S,10,10,10,1,1
Than wolde he speke no word but Latin,Than wolde he speke no word but Latin,u Su S u S u S uS,u Sx u Su S u S uS,u Sx u Su S u S uS,10,10,10,0,0
A fewe termes hadde he two or three,A fewe termes hadde he two or three,u Su Su S u S u S,u Su Su Sx u S u S,u Su Su Sx u S u S,10,10,10,1,1
That he had lerned out of som decree,That he had lerned out of som decree,u S u Su S u S uS,u S u Su S u S uS,u S u Su S u S uS,10,10,10,1,1
No wonder is he herde it al the day,No wonder is he herde it al the day,u Su S u S u S u S,u Su S u Sx u S u S,u Su S u Sx u S u S,10,10,10,1,1
And eek ye knowen wel how that a jay,And eek ye knowen wel how that a jay,u S u Su S u S u S,u S u Su S u S u S,u S u Su S u S u S,10,10,10,1,1
Can clepen Watte as well as can the pope,Can clepen Watte as well as can the pope,u Su S u S u S u S,u Su Sx u S u S u Sx,u Su Sx u S u S u Sx,10,10,10,1,1
But whoso coude in other thing him grope,But whoso coude in other thing him grope,u Su S u Su S u S,u Su Sx u Su S u Sx,u Su Sx u Su S u Sx,10,10,10,1,1
Thanne hadde he spent al his philosophie,Thanne hadde he spent al his philosophie,u S u S u S uSuS,ux Sx u S u S uSuS,ux Sx u S u S uSuS,10,10,10,1,1
Ay Questio quid iuris wolde he crie,Ay Questio quid iuris wolde he crie,u Su S uS uS u S,u SuS u Su Sx u S,u SuS u Su Sx u S,10,10,10,0,0
He was a gentil harlot and a kinde,He was a gentil harlot and a kinde,u S u Su Su S u S,u S u Su Su S u Sx,u S u Su Su S u Sx,10,10,10,1,1
A bettre felawe sholde men noght finde,A bettre felawe sholde men noght finde,u Su SuS u S u S,u Sx uSu Su S u Sx,u Sx uSu Su S u Sx,10,10,10,0,0
He wolde suffre for a quart of win,He wolde suffre for a quart of win,u Su Su S u S u S,u Su Su S u S u S,u Su Su S u S u S,10,10,10,1,1
A good felawe to have his concubin,A good felawe to have his concubin,u S uS u S u SuS,u S uSx u Sx u SuS,u S uSx u Sx u SuS,10,10,10,1,1
A twelfmonth and excuse him atte fulle,A twelfmonth and excuse him atte fulle,u Su S uSu S u S,u Su S uSx u Su Sx,u Su S uSx u Su Sx,10,10,10,0,0
Ful prively a finch eek coude he pulle,Ful prively a finch eek coude he pulle,u SuS u S u S u S,u SuS u S u Sx u Sx,u SuS u S u Sx u Sx,10,10,10,1,1
And if he fond owher a good felawe,And if he fond owher a good felawe,u S u S uS u S uS,u S u S uS u S uSx,u S u S uS u S uSx,10,10,10,1,1
