OG_OXFORD_TEXT,OXFORD_TEXT,GREEN_SCANSION,GREEN_SYLLABLES,V1_SCANSION,V1_SYLLABLES,V1_MATCHES_GREEN,V1_CONFIDENCE
For Cristes sake for every povre wight,For Cristes sake for every povre wight,u Su Su S uS u S,10,u Su Sx u Su Su S,10,0,65.67
Withouten hire if it lay in his might,Withouten hire if it lay in his might,uSu S u S u S u S,10,uSu Sx u S u S u S,10,1,58.61
His tithes payed he ful faire and wel,His tithes payed he ful faire and wel,u Su S u S uS u S,10,u Su Su S u Sx u S,10,0,65.01
Bothe of his propre swink and his catel,Bothe of his propre swink and his catel,uS u S u S u S uS,10,ux S u Su S u S uS,10,0,45.98
In a tabard he rood upon a mere,In a tabard he rood upon a mere,u S uS u S uS u S,10,u S uS u S uS u Sx,10,1,66.91
Ther was also a Reve and a Millere,Ther was also a Reve and a Millere,u S uS u S u S uS,10,u S uS u Sx u S uSx,10,1,68.91
A Somnour and a Pardoner also,A Somnour and a Pardoner also,u Su S u SuS uS,10,u Su S u SuS uS,10,1,75.75
A Maunciple myself ther were namo,A Maunciple myself ther were namo,u SuS uS u S uS,10,S uSx uS u Sx uS,9,0,56.92
The Miller was a stout carl for the nones,The Miller was a stout carl for the nones,u Su S u S u S u Su,11,u Su S u S u S u Sx,10,0,74.62
Ful big he was of brawn and eek of bones,Ful big he was of brawn and eek of bones,u S u S u S u S u Su,11,u S u S u S u S u Sx,10,0,70.00
That proved wel for overal ther he cam,That proved wel for overal ther he cam,u Su S u SuS u S u,11,u Su S u Sxu S u S,10,0,46.93
At wrastlinge he wolde have alwey the ram,At wrastlinge he wolde have alwey the ram,u Su S u S uS u S,10,u Sux S ux Sx uS u S,10,1,64.33
He was shortsholdred brood a thikke knarre,He was shortsholdred brood a thikke knarre,u S uSu S u Su S,10,u S uSu S u Su Sx,10,1,79.27
Ther was no door that he nold heve of harre,Ther was no door that he nold heve of harre,u S u S u S u S u S,10,u S u S u S u Sx u Sx,10,1,78.62
Or breke it at a renning with his heed,Or breke it at a renning with his heed,u S u S u Su S u S,10,u Sx u S u Su S u S,10,1,72.25
His berd as any sowe or fox was reed,His berd as any sowe or fox was reed,u S u Su S u S u S,10,u S u Su Sx u S u S,10,1,82.16
And therto brood as though it were a spade,And therto brood as though it were a spade,u Su S u S u S u S,10,u Su S u S u Sx u Sx,10,1,75.02
Upon the cop right of his nose he hade,Upon the cop right of his nose he hade,uS u S u S u S u S,10,uS u S u S u Sx u Sx,10,1,77.76
A werte and theron stood a tuft of heres,A werte and theron stood a tuft of heres,u S u Su S u S u Su,11,u Sx u Su S u S u Sx,10,0,78.47
Reed as the bristles of a sowes eres,Reed as the bristles of a sowes eres,u S u Su S u Su Su,11,u S u Su S u Su Sx,10,0,56.63
His nosethirles blake were and wide,His nosethirles blake were and wide,u SuSu Su S u S,10,u SuSu Su Sx u Sx,10,1,80.11
A swerd and bokler bar he by his side,A swerd and bokler bar he by his side,u S u Su S u S u S,10,u S u Su S u S u Sx,10,1,86.32
His mouth as greet was as a greet forneis,His mouth as greet was as a greet forneis,u S u S u S u S uS,10,u S u S u S u S uS,10,1,67.27
He was a janglere and a goliardeis,He was a janglere and a goliardeis,u S u Su S u SuS,10,u S u Sxx u S uSuS,10,0,45.63
And that was most of sinne and harlotries,And that was most of sinne and harlotries,u S u S u S u SuS,10,u S u S u Sx u SuSu,11,0,60.16
Wel coude he stelen corn and tollen thries,Wel coude he stelen corn and tollen thries,u S u Su S u Su S,10,u Sx u Su S u Sx uS,10,0,56.37
And yet he hadde a thombe of gold pardee,And yet he hadde a thombe of gold pardee,u S u S u S u S uS,10,u S u Sx u Sx u S uS,10,1,75.58
A whit cote and a blew hood wered he,A whit cote and a blew hood wered he,u S u S u S u Su S,10,u S ux S u S u Su S,10,1,56.86
A baggepipe wel coude he blowe and sowne,A baggepipe wel coude he blowe and sowne,u SuS u S u S u S,10,u SuSx u Sx u Sx u Sx,10,1,80.18
And therwithal he broghte us out of towne,And therwithal he broghte us out of towne,u SuS u S u S u S,10,u SuS u Sx u S u Sx,10,1,81.73
A gentil Maunciple was ther of a Temple,A gentil Maunciple was ther of a Temple,u Su Su S u S u S,10,u Su Sux S u S u Su,11,0,72.27
Of which achatours mighte take exemple,Of which achatours mighte take exemple,u S uSu Su S uS,10,u S uSu Su Sx uSx,10,1,81.38
For to be wise in byinge of vitaille,For to be wise in byinge of vitaille,u S u Su S u S uS,10,u S u Sx u Sux S uSx,10,0,44.00
For whether that he paide or took by taille,For whether that he paide or took by taille,u Su S u S u S u S,10,u Su S u Sx u S u Sx,10,1,76.95
Algate he waited so in his achat,Algate he waited so in his achat,uS u Su S u S uS,10,uSx u Su S u S uS,10,1,68.10
That he was ay biforn and in good stat,That he was ay biforn and in good stat,u S u S uS u S u S,10,u S u S uS u S u S,10,1,58.18
Now is nat that of God a ful fair grace,Now is nat that of God a ful fair grace,u S u S u S u S u S,10,u S u S u S u S u Sx,10,1,58.86
That swich a lewed mannes wit shal pace,That swich a lewed mannes wit shal pace,u S u Su Su S u S,10,u S u Su Su S u Sx,10,1,82.40
The wisdom of an heepe of lerned men,The wisdom of an heepe of lerned men,u Su S u S u Su S,10,u Su S u Sx u Su S,10,1,76.07
Of maistres hadde he mo than thryes ten,Of maistres hadde he mo than thryes ten,u Su Su S u S u S,10,u Su Sx u S u Su S,10,0,61.46
That were of lawe expert and curious,That were of lawe expert and curious,u Su S u Su S uS,10,u Sx u Sx uS u SuS,10,0,43.02
Of which ther were a dosein in that hous,Of which ther were a dosein in that hous,u S u S u Su S u S,10,u S u Sx u Su S u S,10,1,75.34
Worthy to been stiwardes of rente and lond,Worthy to been stiwardes of rente and lond,uS u S uSu S u S u,11,uS u S uSx u Sx u S,10,0,59.71
Of any lord that is in Engelond,Of any lord that is in Engelond,u Su S u S u SuS,10,u Su S u S u SuS,10,1,75.38
To make him live by his propre good,To make him live by his propre good,u Su S uS u S u S,10,u Sx u Su S u Su S,10,0,52.02
In honour dettelees but he were wood,In honour dettelees but he were wood,u Su SuS u S u S,10,u Su SuS u S ux S,10,1,65.12
Or live as scarsly as him list desire,Or live as scarsly as him list desire,u S u Su S u S uS,10,u Sx u Su S u S uSx,10,1,73.26
And able for to helpen al a shire,And able for to helpen al a shire,u Su S u Su S u S,10,u Su S u Su S u Sx,10,1,80.03
In any cas that mighte falle or happe,In any cas that mighte falle or happe,u Su S u Su S u S,10,u Su S u Su Sx u Sx,10,1,77.90
And yit this Maunciple sette hir aller cappe,And yit this Maunciple sette hir aller cappe,u S u Su S u Su S,10,u S u Sux Sx u Su Sx,10,1,86.26
The Reve was a sclendre colerik man,The Reve was a sclendre colerik man,u Su S u S uSu S,10,u Su S u Sx uSu S,10,1,82.29
His berd was shave as ny as ever he can,His berd was shave as ny as ever he can,u S u S u S u Su S u,11,u S u Sx u S u S u S,10,0,65.94
His heer was by his eres round yshorn,His heer was by his eres round yshorn,u S u S u Su S uS,10,u S u S u Su S uS,10,1,81.03
His top was dokked lik a preest biforn,His top was dokked lik a preest biforn,u S u Su S u S uS,10,u S u Su S u S uS,10,1,86.01
Ful longe were his legges and ful lene,Ful longe were his legges and ful lene,u Su S u Su S u S,10,u Su Sx u Su S u Sx,10,1,62.57
Ylik a staf ther was no calf ysene,Ylik a staf ther was no calf ysene,uS u S u S u S uS,10,uS u S u S u S uSx,10,1,88.64
Wel coude he kepe a gerner and a binne,Wel coude he kepe a gerner and a binne,u S u S u Su S u S,10,u Sx u Sx u Su S u Sx,10,1,71.22
Ther was noon auditour coude on him winne,Ther was noon auditour coude on him winne,u S u SuS u S u S,10,u S u SuS ux S u Sx,10,1,56.69
Wel wiste he by the droghte and by the rein,Wel wiste he by the droghte and by the rein,u S u S u S u S u S,10,u Sx u S u Sx u S u S,10,1,68.31
The yeldinge of his seed and of his grein,The yeldinge of his seed and of his grein,u Su S u S u S u S,10,u Sux S u S u S u S,10,1,77.89
His lordes sheepe his neet his dayerie,His lordes sheepe his neet his dayerie,u Su Su S u S uS,10,u Su Sx u S u SuS,10,0,49.12
His swin his hors his stoor and his pultrie,His swin his hors his stoor and his pultrie,u S u S u S u S uS,10,u S u S u S u S uS,10,1,80.65
Was hoolly in this reves governing,Was hoolly in this reves governing,u Su S u Su SuS,10,u Su S u Su SuS,10,1,72.80
And by his covenaunt he yaf the rekening,And by his covenaunt he yaf the rekening,u S u SuS u S u SuS,12,u x S uxS u S u SuS,10,0,56.82
Sin that his lord was twenty yeer of age,Sin that his lord was twenty yeer of age,u S u S u Su S u S,10,u S u S u Su S u Sx,10,1,63.93
Ther coud no man bringe him in arrerage,Ther coud no man bringe him in arrerage,u S u S u S u SuS,10,u S u S ux S u SuSx,10,1,69.93
Ther nas baillif ne herd nor other hine,Ther nas baillif ne herd nor other hine,u S uS u S u Su S,10,u S uS u S u Su Sx,10,1,89.62
That he ne knew his sleighte and his covine,That he ne knew his sleighte and his covine,u S u S u S u S uS,10,u S u S u Sx u S uSx,10,1,74.23
They were adrad of him as of the deeth,They were adrad of him as of the deeth,u S uS u S u S u S,10,u Sx uS u S u S u S,10,1,66.48
His woning was ful faire upon an heeth,His woning was ful faire upon an heeth,u Su S u S uS u S,10,u Su S u Sx uS u S,10,1,86.65
With grene tres shadwed was his place,With grene tres shadwed was his place,u Su S uS u S uS,10,      ,0,0,0.00
He coude bettre than his lord purchace,He coude bettre than his lord purchace,u Su Su S u S uS,10,u Su Su S u S uSx,10,1,67.58
Ful riche he was astored prively,Ful riche he was astored prively,u S u S uSu SuS,10,u Sx u S uSu SuS,10,1,85.07
His lord wel coude he plesen subtilly,His lord wel coude he plesen subtilly,u S u S u Su SuS,10,u S u Sx u Su SuS,10,1,76.06
To yeve and lene him of his owne good,To yeve and lene him of his owne good,u Su S u S u S u S,10,u Sx u Sx u S u Su S,10,0,64.87
And have a thank and yet a cote and hood,And have a thank and yet a cote and hood,u S u S u S u S u S,10,u Sx u S u S u Sx u S,10,1,81.35
In youthe he lerned hadde a good mister,In youthe he lerned hadde a good mister,u S u Su S u S uS,10,u Sx u Su Sx u S uS,10,1,81.35
He was a wel good wrighte a carpenter,He was a wel good wrighte a carpenter,u S u S u S u SuS,10,u S u S u Sx u SuS,10,1,76.19
This Reve sat upon a ful good stot,This Reve sat upon a ful good stot,u Su S uS u S u S,10,u Su S uS u S u S,10,1,66.92
That was al pomely grey and highte Scot,That was al pomely grey and highte Scot,u S u SuS u S u S,10,u S u SuS u S ux S,10,1,71.46
A long surcote of pers upon he hade,A long surcote of pers upon he hade,u S uS u S uS u S,10,u S uSx u S uS u Sx,10,1,90.59
And by his side he bar a rusty blade,And by his side he bar a rusty blade,u S u S u S u Su S,10,u S u Sx u S u Su Sx,10,1,86.32
Of Northfolk was this reve of which I telle,Of Northfolk was this reve of which I telle,u Su S u S u S u S,10,u Su S u Sx u S u Sx,10,1,71.16
Biside a toun men clepen Baldeswelle,Biside a toun men clepen Baldeswelle,uS u S u Su SuS,10,uSx u S u Su SuSx,10,1,85.31
Tukked he was as is a frere aboute,Tukked he was as is a frere aboute,uS u S u S u S uS,10,uS u S u S u Sx uSx,10,1,80.51
And evere he rood the hindreste of our route,And evere he rood the hindreste of our route,u Su S u S uS u S u,11,u Sxx u S u Sux S u Sx,10,0,55.57
A Somnour was ther with us in that place,A Somnour was ther with us in that place,u Su S u S u S u S,10,u Su S u S u S u Sx,10,1,68.06
That hadde a firreed cherubinnes face,That hadde a firreed cherubinnes face,u S u Su SuSu S,10,u Sx u Su SuSu Sx,10,1,84.11
For sawcefleem he was with eyen narwe,For sawcefleem he was with eyen narwe,u SuS u S u S uS,10,u SuS u S u Su Sx,10,0,56.43
As hoot he was and lecherous as a sparwe,As hoot he was and lecherous as a sparwe,u S u S u SuS u S u,11,u S u S u Sxu S u Sx,10,0,56.65
With scalled browes blake and piled berd,With scalled browes blake and piled berd,u Su Su S u Su S,10,u Su Su Sx u Su S,10,1,80.93
Of his visage children were aferd,Of his visage children were aferd,u S uSu Su S uS,10,u S uSu Su Sx uS,10,1,72.27
Ther nas quiksilver litarge ne brimstoon,Ther nas quiksilver litarge ne brimstoon,u S uSu Su S uS,10,u S uSu Sux S uS,10,1,78.28
Boras ceruce ne oille of tartre noon,Boras ceruce ne oille of tartre noon,uS uSu S u S u S,10,uS uSu S ux S ux S,10,1,73.87
Ne oinement that wolde clense and bite,Ne oinement that wolde clense and bite,u SuS u Su S u S,10,u SuS u Su Sx u Sx,10,1,82.70
That him mighte helpen of his whelkes white,That him mighte helpen of his whelkes white,u S u Su S u Su S,10,u S ux Su S u Su Sx,10,1,63.32
Nor of the knobbes sittinge on his chekes,Nor of the knobbes sittinge on his chekes,u S u Su Su S u Su,11,u S u Su Sux S u Sx,10,0,67.26
Wel loved he garleek oinons and eke lekes,Wel loved he garleek oinons and eke lekes,u Su S uS uS u S uS,12,u Sx u Su Su S ux Sx,10,0,14.14
And for to drinken strong win reed as blood,And for to drinken strong win reed as blood,u S u Su S u S u S,10,u S u Su S u S u S,10,1,72.91
Than wolde he speke and crie as he were wood,Than wolde he speke and crie as he were wood,u S u S u S u S u S,10,u Sx u Sx u S u S ux S,10,1,66.77
And whan that he wel dronken had the win,And whan that he wel dronken had the win,u S u S u Su S u S,10,u S u S u Su S u S,10,1,63.35
Than wolde he speke no word but Latin,Than wolde he speke no word but Latin,u Su S u S u S uS,10,u Sx u Su S u S uS,10,0,35.43
A fewe termes hadde he two or three,A fewe termes hadde he two or three,u Su Su S u S u S,10,u Su Su Sx u S u S,10,1,85.65
That he had lerned out of som decree,That he had lerned out of som decree,u S u Su S u S uS,10,u S u Su S u S uS,10,1,67.30
No wonder is he herde it al the day,No wonder is he herde it al the day,u Su S u S u S u S,10,u Su S u Sx u S u S,10,1,75.56
And eek ye knowen wel how that a jay,And eek ye knowen wel how that a jay,u S u Su S u S u S,10,u S u Su S u S u S,10,1,76.80
Can clepen Watte as well as can the pope,Can clepen Watte as well as can the pope,u Su S u S u S u S,10,u Su Sx u S u S u Sx,10,1,81.99
But whoso coude in other thing him grope,But whoso coude in other thing him grope,u Su S u Su S u S,10,u Su Sx u Su S u Sx,10,1,76.77
Thanne hadde he spent al his philosophie,Thanne hadde he spent al his philosophie,u S u S u S uSuS,10,ux Sx u S u S uSuS,10,1,57.42
Ay Questio quid iuris wolde he crie,Ay Questio quid iuris wolde he crie,u Su S uS uS u S,10,u SuS u Su Sx u S,10,0,39.62
He was a gentil harlot and a kinde,He was a gentil harlot and a kinde,u S u Su Su S u S,10,u S u Su Su S u Sx,10,1,73.80
A bettre felawe sholde men noght finde,A bettre felawe sholde men noght finde,u Su SuS u S u S,10,u Su Sux Su S u Sx,10,0,45.76
He wolde suffre for a quart of win,He wolde suffre for a quart of win,u Su Su S u S u S,10,u Su Su S u S u S,10,1,72.75
A good felawe to have his concubin,A good felawe to have his concubin,u S uS u S u SuS,10,u S uSx u Sx u SuS,10,1,80.42
A twelfmonth and excuse him atte fulle,A twelfmonth and excuse him atte fulle,u Su S uSu S u S,10,u Su S uSu S ux Sx,10,1,55.76
Ful prively a finch eek coude he pulle,Ful prively a finch eek coude he pulle,u SuS u S u S u S,10,u SuS u S u Sx u Sx,10,1,79.76
And if he fond owher a good felawe,And if he fond owher a good felawe,u S u S uS u S uS,10,u S u S uS u S uSx,10,1,77.03
He wolde techen him to have noon awe,He wolde techen him to have noon awe,u Su Su S u S u S,10,u Su Su S u Sx u Sx,10,1,65.58
In swich cas of the ercedeknes curs,In swich cas of the ercedeknes curs,u S u S u SuSu S,10,u S u S u SuSu S,10,1,65.68
But if a mannes soule were in his purs,But if a mannes soule were in his purs,u S u Su S u S u S,10,u S u Su Sx ux S u S,10,1,65.53
For in his purs he sholde ypunisshed be,For in his purs he sholde ypunisshed be,u S u S u S uSuS u,11,u S u S u Sx uSux S,10,0,51.51
Purs is the ercedeknes helle seide he,Purs is the ercedeknes helle seide he,u S u SuSu S u S,10,u S u SuSu Sx ux S,10,1,58.77
But wel I woot he lyede right in dede,But wel I woot he lyede right in dede,u S u S u Su S u S,10,u S u S u Sux S u Sx,10,1,74.92
Of cursing oght eech gilty man him drede,Of cursing oght eech gilty man him drede,u Su S u Su S u S,10,u Su S u Su S u Sx,10,1,89.14
For curs wol slee right as assoilling saveth,For curs wol slee right as assoilling saveth,u S u S u S uSu Su,11,u S u S u S uSu Sx,10,0,58.68
And also war him of a significavit,And also war him of a significavit,u Su S u S u SuSuS,12,      ,0,0,0.00
In daunger hadde he at his owne gise,In daunger hadde he at his owne gise,u Su Su S u S u S,10,u Su Sx u S u Su Sx,10,0,74.41
The yonge girles of the diocise,The yonge girles of the diocise,u Su Su S u SuS,10,u Su Su S u SuSx,10,1,81.13
And knew hir counseil and was al hir reed,And knew hir counseil and was al hir reed,u S u Su S u S u S,10,u S u Su S u S u S,10,1,73.36
A gerland hadde he set upon his heed,A gerland hadde he set upon his heed,u Su S u S uS u S,10,u Su Sx u S uS u S,10,1,82.10
As greet as it were for an alestake,As greet as it were for an alestake,u S u S u S u SuS,10,u S u S ux S u SuSx,10,1,65.73
A bokler hadde he maad him of a cake,A bokler hadde he maad him of a cake,u Su S u S u S u S,10,u Su Sx u S u S u Sx,10,1,75.97
With him ther rood a gentil Pardoner,With him ther rood a gentil Pardoner,u S u S u Su SuS,10,u S u S u Su SuS,10,1,79.00
Of Rouncival his freend and his compeer,Of Rouncival his freend and his compeer,u SuS u S u S uS,10,u SuS u S u S uS,10,1,79.82
That streight was comen fro the court of Rome,That streight was comen fro the court of Rome,u S u Su S u S u S,10,u S u Su S u S u Sx,10,1,72.14
Ful loude he song Com hider love to me,Ful loude he song Com hider love to me,u S u S u Su S u S,10,u Sx u S u Su Sx u S,10,1,79.08
This Somnour bar to him a stif burdoun,This Somnour bar to him a stif burdoun,u Su S u S u S uS,10,u Su S u S u S uS,10,1,84.04
Was never trompe of half so greet a soun,Was never trompe of half so greet a soun,u Su S u S u S u S,10,u Su Sx u S u S u S,10,1,74.34
